date,pid,race,bets,stake,payout,hit,hit_combo
20250812,11,7R,16,1600,2310,1,1-3-6
20250812,11,8R,26,2600,1180,1,2-3-1
20250812,11,9R,27,2700,1070,1,1-2-6
20250812,13,10R,35,3500,2310,1,1-3-5
20250812,13,11R,35,3500,830,1,1-3-5
20250812,13,12R,40,4000,5260,1,3-1-4
20250812,13,1R,38,3800,650,1,3-1-5
20250812,13,2R,39,3900,630,1,2-6-3
20250812,13,3R,32,3200,730,1,1-3-4
20250812,13,4R,36,3600,1970,1,3-4-5
20250812,13,5R,38,3800,880,1,1-5-4
20250812,13,6R,30,3000,2230,1,1-5-6
20250812,13,7R,39,3900,0,0,1-3-6
20250812,13,8R,40,4000,2580,1,1-4-6
20250812,13,9R,31,3100,0,0,1-3-6
20250812,15,10R,37,3700,54920,1,5-3-2
20250812,15,11R,22,2200,0,0,1-4-2
20250812,15,12R,40,4000,7890,1,3-5-4
20250812,15,1R,36,3600,0,0,2-6-1
20250812,15,2R,40,4000,2760,1,3-4-1
20250812,15,3R,40,4000,0,0,1-4-5
20250812,15,4R,38,3800,3950,1,2-3-1
20250812,15,5R,40,4000,8370,1,5-2-4
20250812,15,6R,26,2600,1010,1,3-4-6
20250812,15,7R,39,3900,0,0,4-3-1
20250812,15,8R,38,3800,1380,1,1-3-4
20250812,15,9R,27,2700,1740,1,1-2-5
20250812,16,10R,20,2000,0,0,1-2-4
20250812,16,11R,29,2900,610,1,1-2-4
20250812,16,12R,40,4000,1610,1,1-3-6
20250812,16,1R,33,3300,840,1,1-3-2
20250812,16,2R,39,3900,5700,1,4-3-1
20250812,16,3R,40,4000,1820,1,3-1-6
20250812,16,4R,38,3800,2330,1,1-6-4
20250812,16,5R,40,4000,2890,1,1-2-6
20250812,16,6R,40,4000,15060,1,2-1-6
20250812,16,7R,30,3000,0,0,6-4-5
20250812,16,8R,35,3500,2570,1,1-4-6
20250812,16,9R,40,4000,2550,1,1-2-6
20250812,17,10R,34,3400,0,0,1-4-6
20250812,17,11R,40,4000,23410,1,2-3-4
20250812,17,12R,40,4000,0,0,4-5-2
20250812,17,1R,28,2800,720,1,1-2-3
20250812,17,2R,39,3900,6440,1,2-3-4
20250812,17,3R,25,2500,0,0,1-5-3
20250812,17,4R,25,2500,0,0,6-1-2
20250812,17,5R,38,3800,780,1,1-2-5
20250812,17,6R,23,2300,1170,1,1-2-4
20250812,17,7R,40,4000,0,0,4-6-5
20250812,17,8R,22,2200,1350,1,1-4-3
20250812,17,9R,32,3200,1240,1,1-2-3
20250812,18,10R,37,3700,3190,1,6-1-3
20250812,18,11R,27,2700,0,0,1-5-4
20250812,18,12R,39,3900,730,1,1-4-2
20250812,18,1R,28,2800,1340,1,1-3-5
20250812,18,2R,39,3900,740,1,1-3-4
20250812,18,3R,38,3800,3190,1,1-4-2
20250812,18,4R,28,2800,2460,1,4-1-5
20250812,18,5R,40,4000,2730,1,1-3-4
20250812,18,6R,38,3800,1070,1,1-2-3
20250812,18,7R,40,4000,4470,1,2-1-3
20250812,18,8R,37,3700,1370,1,2-3-5
20250812,18,9R,38,3800,0,0,1-5-3
20250812,19,10R,40,4000,0,0,1-3-5
20250812,19,11R,38,3800,2160,1,1-3-5
20250812,19,12R,39,3900,0,0,1-2-3
20250812,19,1R,35,3500,0,0,2-5-4
20250812,19,2R,40,4000,1370,1,1-3-2
20250812,19,3R,40,4000,0,0,4-1-6
20250812,19,4R,40,4000,0,0,6-1-3
20250812,19,5R,32,3200,740,1,1-3-2
20250812,19,6R,40,4000,0,0,5-3-4
20250812,19,7R,20,2000,2430,1,2-4-1
20250812,19,8R,27,2700,800,1,1-4-2
20250812,19,9R,39,3900,1630,1,6-1-3
20250812,20,10R,40,4000,1010,1,1-3-4
20250812,20,11R,30,3000,1170,1,1-4-2
20250812,20,12R,35,3500,1330,1,1-4-2
20250812,20,1R,40,4000,1460,1,1-5-3
20250812,20,2R,40,4000,0,0,4-5-1
20250812,20,3R,40,4000,0,0,5-2-3
20250812,20,4R,33,3300,1830,1,2-1-4
20250812,20,5R,24,2400,1410,1,2-1-3
20250812,20,6R,40,4000,0,0,5-2-3
20250812,20,7R,32,3200,1270,1,2-1-6
20250812,20,8R,40,4000,1320,1,1-3-5
20250812,20,9R,40,4000,0,0,5-4-6
20250812,22,10R,18,1800,3650,1,2-1-4
20250812,22,11R,31,3100,960,1,1-2-3
20250812,22,12R,38,3800,0,0,1-2-3
20250812,22,1R,30,3000,0,0,2-1-5
20250812,22,2R,40,4000,0,0,5-3-1
20250812,22,3R,23,2300,7570,1,4-3-1
20250812,22,4R,37,3700,3300,1,1-4-2
20250812,22,5R,35,3500,1100,1,1-2-4
20250812,22,6R,40,4000,0,0,5-4-3
20250812,22,7R,18,1800,1620,1,1-2-4
20250812,22,8R,40,4000,1190,1,1-2-6
20250812,22,9R,40,4000,0,0,1-3-5
20250812,23,10R,27,2700,950,1,1-3-2
20250812,23,11R,39,3900,7280,1,1-2-6
20250812,23,12R,37,3700,1460,1,1-4-2
20250812,23,1R,35,3500,800,1,1-4-2
20250812,23,2R,28,2800,0,0,1-3-2
20250812,23,3R,25,2500,0,0,1-3-4
20250812,23,4R,38,3800,2980,1,5-4-2
20250812,23,5R,30,3000,2100,1,1-3-6
20250812,23,6R,37,3700,4170,1,1-3-2
20250812,23,7R,40,4000,880,1,4-3-5
20250812,23,8R,36,3600,2820,1,5-3-4
20250812,23,9R,24,2400,3420,1,1-2-3
20250813,01,10R,24,2400,0,0,1-2-6
20250813,01,11R,24,2400,600,1,1-3-2
20250813,01,12R,27,2700,680,1,1-4-2
20250813,01,1R,40,4000,5340,1,4-1-2
20250813,01,2R,22,2200,960,1,1-3-4
20250813,01,3R,40,4000,5220,1,6-2-1
20250813,01,4R,24,2400,4560,1,2-5-1
20250813,01,5R,26,2600,4880,1,4-3-2
20250813,01,6R,24,2400,0,0,1-3-5
20250813,01,7R,19,1900,0,0,1-3-2
20250813,01,8R,20,2000,950,1,5-1-4
20250813,01,9R,40,4000,0,0,4-5-1
20250813,05,10R,33,3300,0,0,1-2-3
20250813,05,11R,16,1600,0,0,1-2-4
20250813,05,12R,29,2900,700,1,1-4-3
20250813,05,1R,40,4000,760,1,1-4-6
20250813,05,2R,36,3600,0,0,1-6-2
20250813,05,3R,33,3300,1060,1,2-1-3
20250813,05,4R,40,4000,0,0,3-4-5
20250813,05,5R,39,3900,2110,1,1-4-3
20250813,05,6R,40,4000,1120,1,3-4-5
20250813,05,7R,20,2000,0,0,1-5-4
20250813,05,8R,36,3600,3290,1,4-2-3
20250813,05,9R,28,2800,0,0,5-1-6
20250813,07,10R,38,3800,1420,1,3-1-2
20250813,07,11R,28,2800,870,1,1-3-2
20250813,07,12R,31,3100,1690,1,1-5-4
20250813,07,1R,39,3900,2610,1,4-2-6
20250813,07,2R,38,3800,4280,1,5-1-2
20250813,07,3R,37,3700,21160,1,2-3-1
20250813,07,4R,25,2500,2400,1,2-1-3
20250813,07,5R,29,2900,0,0,1-5-3
20250813,07,6R,39,3900,0,0,5-4-3
20250813,07,7R,36,3600,0,0,1-5-3
20250813,07,8R,31,3100,1800,1,4-1-5
20250813,07,9R,38,3800,1420,1,1-2-5
20250813,08,10R,20,2000,1550,1,2-1-3
20250813,08,11R,25,2500,0,0,1-2-3
20250813,08,12R,31,3100,0,0,3-5-4
20250813,08,1R,29,2900,0,0,1-4-6
20250813,08,2R,40,4000,0,0,1-5-2
20250813,08,3R,26,2600,3310,1,3-2-4
20250813,08,4R,31,3100,1270,1,1-2-4
20250813,08,5R,40,4000,0,0,5-4-3
20250813,08,6R,39,3900,630,1,1-4-5
20250813,08,7R,16,1600,1510,1,1-2-5
20250813,08,8R,40,4000,2370,1,2-4-5
20250813,08,9R,40,4000,4490,1,1-6-3
20250813,09,10R,39,3900,9990,1,5-1-2
20250813,09,11R,38,3800,0,0,1-3-4
20250813,09,12R,38,3800,2140,1,1-2-5
20250813,09,1R,38,3800,1300,1,1-2-4
20250813,09,2R,36,3600,0,0,3-4-6
20250813,09,3R,33,3300,8640,1,2-3-6
20250813,09,4R,39,3900,14410,1,2-6-5
20250813,09,5R,26,2600,750,1,1-4-3
20250813,09,6R,40,4000,4300,1,1-3-5
20250813,09,7R,39,3900,0,0,4-2-3
20250813,09,8R,37,3700,2680,1,3-5-2
20250813,09,9R,39,3900,910,1,1-2-4
20250813,11,10R,37,3700,5040,1,6-1-4
20250813,11,11R,32,3200,640,1,1-3-4
20250813,11,12R,21,2100,2040,1,1-2-5
20250813,11,1R,23,2300,0,0,1-2-4
20250813,11,2R,21,2100,3560,1,1-2-3
20250813,11,3R,28,2800,2140,1,1-6-2
20250813,11,4R,40,4000,1010,1,2-1-4
20250813,11,5R,40,4000,1660,1,2-1-4
20250813,11,6R,25,2500,1320,1,2-5-3
20250813,11,7R,40,4000,1240,1,1-2-3
20250813,11,8R,16,1600,1220,1,1-3-4
20250813,11,9R,40,4000,730,1,1-2-6
20250813,13,10R,39,3900,2210,1,1-5-4
20250813,13,11R,31,3100,1190,1,1-4-3
20250813,13,12R,37,3700,0,0,1-2-3
20250813,13,1R,40,4000,0,0,5-4-1
20250813,13,2R,30,3000,12830,1,5-1-2
20250813,13,3R,27,2700,0,0,4-2-6
20250813,13,4R,40,4000,3950,1,1-5-4
20250813,13,5R,28,2800,0,0,1-3-5
20250813,13,6R,32,3200,3200,1,1-2-6
20250813,13,7R,23,2300,1040,1,1-4-2
20250813,13,8R,26,2600,610,1,1-3-2
20250813,13,9R,30,3000,730,1,1-3-6
20250813,14,10R,36,3600,0,0,2-6-3
20250813,14,11R,40,4000,14800,1,5-2-1
20250813,14,12R,40,4000,0,0,1-6-5
20250813,14,1R,31,3100,600,1,1-3-2
20250813,14,2R,21,2100,2240,1,1-5-2
20250813,14,3R,39,3900,1300,1,3-4-5
20250813,14,4R,29,2900,600,1,1-2-4
20250813,14,5R,40,4000,9680,1,6-2-4
20250813,14,6R,26,2600,1800,1,1-3-2
20250813,14,7R,36,3600,870,1,2-1-3
20250813,14,8R,33,3300,1030,1,3-2-5
20250813,14,9R,40,4000,2190,1,2-4-3
20250813,15,10R,26,2600,730,1,1-4-2
20250813,15,11R,26,2600,2410,1,1-4-5
20250813,15,12R,40,4000,930,1,1-4-5
20250813,15,1R,40,4000,5110,1,4-1-3
20250813,15,2R,40,4000,0,0,4-1-3
20250813,15,3R,40,4000,840,1,1-3-2
20250813,15,4R,40,4000,3340,1,1-3-5
20250813,15,5R,39,3900,1160,1,1-3-4
20250813,15,6R,39,3900,1730,1,1-2-3
20250813,15,7R,38,3800,2510,1,3-1-5
20250813,15,8R,21,2100,1100,1,1-3-2
20250813,15,9R,40,4000,1610,1,3-6-1
20250813,16,10R,40,4000,1150,1,1-2-3
20250813,16,11R,40,4000,2160,1,1-4-3
20250813,16,12R,40,4000,7380,1,2-3-1
20250813,16,1R,40,4000,7110,1,2-1-5
20250813,16,2R,40,4000,0,0,5-4-6
20250813,16,3R,40,4000,0,0,5-1-2
20250813,16,4R,40,4000,0,0,4-6-2
20250813,16,5R,31,3100,2450,1,1-5-2
20250813,16,6R,34,3400,860,1,1-2-3
20250813,16,7R,26,2600,2340,1,1-2-4
20250813,16,8R,38,3800,900,1,1-4-3
20250813,16,9R,40,4000,1790,1,1-3-6
20250813,17,10R,23,2300,0,0,1-5-4
20250813,17,11R,40,4000,820,1,1-2-4
20250813,17,12R,34,3400,1100,1,1-3-2
20250813,17,1R,23,2300,1620,1,1-4-6
20250813,17,2R,40,4000,1150,1,1-3-4
20250813,17,3R,39,3900,1320,1,1-2-4
20250813,17,4R,24,2400,730,1,1-2-4
20250813,17,5R,35,3500,1620,1,1-3-2
20250813,17,6R,34,3400,710,1,1-4-3
20250813,17,7R,33,3300,3400,1,3-5-2
20250813,17,8R,39,3900,1190,1,1-3-6
20250813,17,9R,27,2700,7160,1,3-4-2
20250813,18,10R,39,3900,990,1,1-3-2
20250813,18,11R,35,3500,730,1,2-1-5
20250813,18,12R,37,3700,7680,1,2-1-5
20250813,18,1R,19,1900,0,0,1-2-5
20250813,18,2R,24,2400,0,0,5-1-2
20250813,18,3R,34,3400,0,0,1-3-4
20250813,18,4R,17,1700,0,0,5-1-3
20250813,18,5R,30,3000,760,1,1-2-3
20250813,18,6R,33,3300,0,0,1-2-3
20250813,18,7R,40,4000,0,0,3-4-5
20250813,18,8R,40,4000,2660,1,1-3-4
20250813,18,9R,40,4000,0,0,1-4-5
20250813,19,10R,40,4000,730,1,1-4-5
20250813,19,11R,39,3900,1890,1,1-4-2
20250813,19,12R,37,3700,860,1,1-5-6
20250813,19,1R,40,4000,0,0,3-1-5
20250813,19,2R,40,4000,1520,1,1-2-3
20250813,19,3R,40,4000,3470,1,1-3-5
20250813,19,4R,40,4000,690,1,1-3-5
20250813,19,5R,31,3100,830,1,1-4-3
20250813,19,6R,27,2700,0,0,1-2-3
20250813,19,7R,18,1800,1410,1,1-3-4
20250813,19,8R,14,1400,1050,1,1-2-3
20250813,19,9R,40,4000,1040,1,1-3-6
20250813,22,10R,40,4000,2310,1,3-1-2
20250813,22,11R,37,3700,1130,1,1-4-5
20250813,22,12R,40,4000,980,1,1-3-2
20250813,22,1R,29,2900,0,0,1-2-3
20250813,22,2R,40,4000,870,1,1-2-3
20250813,22,3R,34,3400,3850,1,3-4-1
20250813,22,4R,37,3700,790,1,1-4-2
20250813,22,5R,33,3300,0,0,4-2-5
20250813,22,6R,40,4000,0,0,3-4-1
20250813,22,7R,40,4000,3000,1,2-5-3
20250813,22,8R,38,3800,800,1,1-4-5
20250813,22,9R,40,4000,7030,1,1-6-4
20250813,23,10R,40,4000,2930,1,2-3-1
20250813,23,11R,24,2400,0,0,6-1-3
20250813,23,12R,40,4000,870,1,1-2-5
20250813,23,1R,20,2000,1040,1,1-2-4
20250813,23,2R,16,1600,0,0,1-4-6
20250813,23,3R,26,2600,0,0,1-4-5
20250813,23,4R,40,4000,0,0,4-6-5
20250813,23,5R,38,3800,2520,1,1-4-3
20250813,23,6R,40,4000,1120,1,3-4-5
20250813,23,7R,31,3100,15450,1,3-2-4
20250813,23,8R,31,3100,0,0,3-4-5
20250813,23,9R,39,3900,4880,1,3-4-5
20250814,01,10R,31,3100,1500,1,1-3-4
20250814,01,11R,38,3800,0,0,5-4-1
20250814,01,12R,30,3000,2230,1,1-3-6
20250814,01,1R,40,4000,0,0,3-2-5
20250814,01,2R,40,4000,3860,1,5-4-3
20250814,01,3R,20,2000,3760,1,6-2-3
20250814,01,4R,32,3200,0,0,4-3-2
20250814,01,5R,32,3200,2630,1,4-2-6
20250814,01,6R,25,2500,0,0,4-1-6
20250814,01,7R,18,1800,0,0,4-2-1
20250814,01,8R,29,2900,680,1,1-5-3
20250814,01,9R,29,2900,0,0,1-3-5
20250814,02,10R,31,3100,700,1,1-3-2
20250814,02,11R,27,2700,890,1,1-2-3
20250814,02,12R,40,4000,6210,1,1-3-5
20250814,02,1R,40,4000,0,0,4-3-6
20250814,02,2R,40,4000,1850,1,1-3-6
20250814,02,3R,25,2500,5430,1,2-4-3
20250814,02,4R,40,4000,2370,1,3-4-2
20250814,02,5R,25,2500,0,0,2-1-3
20250814,02,6R,40,4000,0,0,5-1-2
20250814,02,7R,25,2500,1530,1,1-4-2
20250814,02,8R,38,3800,3710,1,1-2-3
20250814,02,9R,28,2800,1140,1,1-2-4
20250814,05,10R,40,4000,1220,1,1-3-4
20250814,05,11R,29,2900,0,0,1-6-5
20250814,05,12R,27,2700,1540,1,1-2-6
20250814,05,1R,22,2200,0,0,1-2-4
20250814,05,2R,31,3100,900,1,1-3-4
20250814,05,3R,39,3900,2040,1,1-5-3
20250814,05,4R,40,4000,2190,1,1-6-2
20250814,05,5R,25,2500,0,0,1-4-2
20250814,05,6R,25,2500,2390,1,4-1-5
20250814,05,7R,40,4000,3870,1,2-1-4
20250814,05,8R,29,2900,1260,1,1-6-4
20250814,05,9R,40,4000,910,1,1-2-5
20250814,07,10R,40,4000,1030,1,1-3-5
20250814,07,11R,33,3300,1160,1,1-3-2
20250814,07,12R,32,3200,750,1,1-3-2
20250814,07,1R,19,1900,0,0,1-4-2
20250814,07,2R,30,3000,0,0,3-4-1
20250814,07,3R,39,3900,0,0,5-6-3
20250814,07,4R,28,2800,1010,1,1-4-3
20250814,07,5R,27,2700,0,0,1-2-4
20250814,07,6R,21,2100,810,1,1-2-6
20250814,07,7R,19,1900,0,0,1-3-4
20250814,07,8R,38,3800,5900,1,3-1-2
20250814,07,9R,37,3700,1120,1,1-4-5
20250814,08,10R,25,2500,3380,1,1-3-4
20250814,08,11R,35,3500,1550,1,1-4-3
20250814,08,12R,37,3700,0,0,3-2-5
20250814,08,1R,18,1800,1550,1,1-6-2
20250814,08,2R,22,2200,990,1,1-3-2
20250814,08,3R,37,3700,1510,1,1-5-6
20250814,08,4R,39,3900,0,0,1-3-2
20250814,08,5R,33,3300,1860,1,4-3-1
20250814,08,6R,34,3400,720,1,5-1-6
20250814,08,7R,36,3600,4070,1,3-1-6
20250814,08,8R,36,3600,690,1,1-5-3
20250814,08,9R,40,4000,0,0,4-5-3
20250814,09,10R,29,2900,1040,1,2-1-4
20250814,09,11R,36,3600,0,0,1-2-3
20250814,09,12R,33,3300,790,1,1-2-6
20250814,09,1R,22,2200,950,1,1-3-2
20250814,09,2R,40,4000,2730,1,1-6-2
20250814,09,3R,33,3300,2440,1,2-4-1
20250814,09,4R,28,2800,670,1,1-2-3
20250814,09,5R,24,2400,1840,1,1-4-2
20250814,09,6R,40,4000,0,0,1-4-6
20250814,09,7R,40,4000,0,0,1-5-6
20250814,09,8R,40,4000,1420,1,4-6-2
20250814,09,9R,39,3900,0,0,4-5-6
20250814,10,10R,40,4000,0,0,6-4-5
20250814,10,11R,38,3800,20420,1,3-4-1
20250814,10,12R,40,4000,4300,1,1-5-3
20250814,10,1R,25,2500,0,0,3-5-2
20250814,10,2R,35,3500,990,1,2-1-3
20250814,10,3R,30,3000,1140,1,1-3-6
20250814,10,4R,39,3900,0,0,5-6-1
20250814,10,5R,30,3000,640,1,1-4-5
20250814,10,6R,31,3100,7360,1,5-4-1
20250814,10,7R,40,4000,0,0,1-6-5
20250814,10,8R,40,4000,4240,1,1-2-4
20250814,10,9R,40,4000,0,0,2-4-1
20250814,11,10R,25,2500,0,0,1-2-3
20250814,11,11R,33,3300,3480,1,1-2-6
20250814,11,12R,40,4000,20970,1,2-3-6
20250814,11,1R,40,4000,0,0,2-6-5
20250814,11,2R,0,0,0,0,1-2-4
20250814,11,3R,33,3300,17440,1,3-4-2
20250814,11,4R,35,3500,2860,1,2-1-5
20250814,11,5R,40,4000,3560,1,4-5-1
20250814,11,6R,29,2900,2360,1,1-3-4
20250814,11,7R,36,3600,1360,1,4-1-2
20250814,11,8R,19,1900,0,0,1-6-4
20250814,11,9R,33,3300,0,0,5-4-1
20250814,12,10R,35,3500,740,1,1-2-3
20250814,12,11R,38,3800,620,1,1-2-3
20250814,12,12R,40,4000,4220,1,2-1-5
20250814,12,1R,40,4000,3150,1,1-2-4
20250814,12,2R,36,3600,840,1,3-1-5
20250814,12,3R,40,4000,3510,1,2-4-5
20250814,12,4R,34,3400,810,1,1-2-5
20250814,12,5R,33,3300,0,0,6-2-3
20250814,12,6R,22,2200,0,0,4-2-5
20250814,12,7R,28,2800,640,1,1-3-2
20250814,12,8R,36,3600,2040,1,1-3-4
20250814,12,9R,11,1100,0,0,1-3-5
20250814,13,10R,40,4000,1530,1,1-2-6
20250814,13,11R,39,3900,870,1,1-2-3
20250814,13,12R,39,3900,1860,1,1-4-3
20250814,13,1R,40,4000,1350,1,1-3-5
20250814,13,2R,26,2600,0,0,1-3-2
20250814,13,3R,25,2500,0,0,1-3-2
20250814,13,4R,27,2700,0,0,5-3-4
20250814,13,5R,40,4000,1970,1,1-3-2
20250814,13,6R,31,3100,4090,1,1-5-2
20250814,13,7R,37,3700,1060,1,1-2-3
20250814,13,8R,32,3200,1050,1,1-3-5
20250814,13,9R,40,4000,14120,1,2-1-3
20250814,14,10R,40,4000,12990,1,2-4-1
20250814,14,11R,40,4000,0,0,1-2-6
20250814,14,12R,40,4000,2900,1,1-5-2
20250814,14,1R,37,3700,0,0,3-4-6
20250814,14,2R,40,4000,770,1,1-3-4
20250814,14,3R,28,2800,1000,1,1-4-2
20250814,14,4R,32,3200,3460,1,1-3-4
20250814,14,5R,31,3100,0,0,1-2-5
20250814,14,6R,33,3300,5090,1,4-3-2
20250814,14,7R,24,2400,3530,1,2-3-1
20250814,14,8R,17,1700,0,0,3-5-2
20250814,14,9R,25,2500,1810,1,2-1-3
20250814,17,10R,20,2000,0,0,1-3-2
20250814,17,11R,40,4000,980,1,1-3-2
20250814,17,12R,40,4000,5510,1,2-1-3
20250814,17,1R,26,2600,0,0,1-2-6
20250814,17,2R,39,3900,2760,1,1-2-5
20250814,17,3R,38,3800,890,1,1-2-3
20250814,17,4R,40,4000,2060,1,4-5-1
20250814,17,5R,34,3400,890,1,1-3-2
20250814,17,6R,38,3800,5170,1,2-6-5
20250814,17,7R,40,4000,2860,1,4-1-3
20250814,17,8R,31,3100,830,1,3-1-2
20250814,17,9R,25,2500,1450,1,1-3-2
20250814,18,10R,34,3400,5640,1,4-1-2
20250814,18,11R,33,3300,2790,1,1-4-2
20250814,18,12R,35,3500,0,0,1-4-5
20250814,18,1R,30,3000,4100,1,2-1-4
20250814,18,2R,40,4000,980,1,1-3-6
20250814,18,3R,24,2400,1990,1,1-3-4
20250814,18,4R,33,3300,1110,1,1-4-3
20250814,18,5R,40,4000,12930,1,2-1-4
20250814,18,6R,40,4000,2260,1,4-1-5
20250814,18,7R,40,4000,2760,1,1-2-5
20250814,18,8R,40,4000,0,0,1-4-2
20250814,18,9R,40,4000,630,1,1-2-4
20250814,19,10R,18,1800,0,0,1-2-3
20250814,19,11R,28,2800,2740,1,1-4-6
20250814,19,12R,40,4000,2180,1,1-5-3
20250814,19,1R,27,2700,0,0,1-2-3
20250814,19,2R,40,4000,1620,1,1-2-5
20250814,19,3R,40,4000,0,0,6-4-1
20250814,19,4R,40,4000,11390,1,2-4-6
20250814,19,5R,40,4000,1360,1,1-3-4
20250814,19,6R,39,3900,1150,1,1-5-3
20250814,19,7R,37,3700,1530,1,1-3-2
20250814,19,8R,23,2300,700,1,3-1-4
20250814,19,9R,38,3800,8400,1,1-6-3
20250814,22,10R,30,3000,0,0,3-5-4
20250814,22,11R,27,2700,0,0,2-3-4
20250814,22,12R,34,3400,2450,1,1-3-4
20250814,22,1R,24,2400,840,1,1-4-2
20250814,22,2R,29,2900,2100,1,3-2-1
20250814,22,3R,38,3800,24330,1,1-5-2
20250814,22,4R,40,4000,970,1,2-3-5
20250814,22,5R,37,3700,1120,1,2-1-5
20250814,22,6R,36,3600,880,1,1-4-3
20250814,22,7R,33,3300,1350,1,4-1-2
20250814,22,8R,39,3900,4450,1,2-3-1
20250814,22,9R,40,4000,0,0,4-5-2
20250814,23,10R,33,3300,0,0,1-6-4
20250814,23,11R,22,2200,1060,1,1-3-2
20250814,23,12R,37,3700,670,1,1-2-4
20250814,23,1R,29,2900,1950,1,1-4-2
20250814,23,2R,40,4000,26290,1,5-3-1
20250814,23,3R,27,2700,0,0,1-3-5
20250814,23,4R,26,2600,1130,1,3-6-1
20250814,23,5R,39,3900,630,1,1-2-3
20250814,23,6R,31,3100,640,1,1-2-6
20250814,23,7R,40,4000,1600,1,3-4-6
20250814,23,8R,40,4000,1140,1,5-1-2
20250814,23,9R,40,4000,3350,1,6-2-1
20250815,01,10R,0,0,0,0,
20250815,01,11R,0,0,0,0,
20250815,01,12R,0,0,0,0,
20250815,01,1R,0,0,0,0,2-1-4
20250815,01,2R,0,0,0,0,1-3-4
20250815,01,3R,0,0,0,0,4-1-2
20250815,01,4R,0,0,0,0,
20250815,01,5R,0,0,0,0,
20250815,01,6R,0,0,0,0,
20250815,01,7R,0,0,0,0,
20250815,01,8R,0,0,0,0,
20250815,01,9R,0,0,0,0,
20250815,02,10R,0,0,0,0,4-2-5
20250815,02,11R,0,0,0,0,6-2-1
20250815,02,12R,0,0,0,0,1-6-3
20250815,02,1R,0,0,0,0,3-4-5
20250815,02,2R,0,0,0,0,2-1-5
20250815,02,3R,0,0,0,0,5-6-3
20250815,02,4R,0,0,0,0,5-1-6
20250815,02,5R,0,0,0,0,3-4-2
20250815,02,6R,0,0,0,0,1-2-6
20250815,02,7R,0,0,0,0,2-1-4
20250815,02,8R,0,0,0,0,3-1-2
20250815,02,9R,0,0,0,0,1-2-5
20250815,05,10R,0,0,0,0,3-1-2
20250815,05,11R,0,0,0,0,
20250815,05,12R,0,0,0,0,
20250815,05,1R,0,0,0,0,1-2-5
20250815,05,2R,0,0,0,0,5-1-2
20250815,05,3R,0,0,0,0,1-3-5
20250815,05,4R,0,0,0,0,5-4-1
20250815,05,5R,0,0,0,0,5-1-2
20250815,05,6R,0,0,0,0,1-3-6
20250815,05,7R,0,0,0,0,4-3-6
20250815,05,8R,0,0,0,0,1-3-2
20250815,05,9R,0,0,0,0,1-4-6
20250815,06,10R,0,0,0,0,3-4-6
20250815,06,11R,0,0,0,0,1-6-4
20250815,06,12R,0,0,0,0,
20250815,06,1R,0,0,0,0,4-1-3
20250815,06,2R,0,0,0,0,1-2-3
20250815,06,3R,0,0,0,0,2-3-6
20250815,06,4R,0,0,0,0,5-1-4
20250815,06,5R,0,0,0,0,2-6-3
20250815,06,6R,0,0,0,0,3-1-6
20250815,06,7R,0,0,0,0,2-3-5
20250815,06,8R,0,0,0,0,1-4-2
20250815,06,9R,0,0,0,0,3-4-2
20250815,08,10R,0,0,0,0,1-4-2
20250815,08,11R,0,0,0,0,1-4-2
20250815,08,12R,0,0,0,0,3-1-5
20250815,08,1R,0,0,0,0,1-5-3
20250815,08,2R,0,0,0,0,6-2-1
20250815,08,3R,0,0,0,0,1-4-5
20250815,08,4R,0,0,0,0,1-2-4
20250815,08,5R,0,0,0,0,1-4-3
20250815,08,6R,0,0,0,0,2-4-5
20250815,08,7R,0,0,0,0,3-6-5
20250815,08,8R,0,0,0,0,1-3-4
20250815,08,9R,0,0,0,0,1-2-4
20250815,09,10R,0,0,0,0,1-2-3
20250815,09,11R,0,0,0,0,1-3-5
20250815,09,12R,0,0,0,0,3-1-2
20250815,09,1R,0,0,0,0,1-4-2
20250815,09,2R,0,0,0,0,1-3-2
20250815,09,3R,0,0,0,0,3-5-6
20250815,09,4R,0,0,0,0,3-1-5
20250815,09,5R,0,0,0,0,1-2-3
20250815,09,6R,0,0,0,0,6-1-3
20250815,09,7R,0,0,0,0,2-3-1
20250815,09,8R,0,0,0,0,2-4-6
20250815,09,9R,0,0,0,0,4-6-1
20250815,10,10R,0,0,0,0,1-2-6
20250815,10,11R,0,0,0,0,2-1-5
20250815,10,12R,0,0,0,0,1-4-5
20250815,10,1R,0,0,0,0,1-3-4
20250815,10,2R,0,0,0,0,5-6-2
20250815,10,3R,0,0,0,0,1-2-6
20250815,10,4R,0,0,0,0,3-1-5
20250815,10,5R,0,0,0,0,2-4-1
20250815,10,6R,0,0,0,0,3-1-4
20250815,10,7R,0,0,0,0,1-2-5
20250815,10,8R,0,0,0,0,1-2-3
20250815,10,9R,0,0,0,0,3-1-2
20250815,11,10R,0,0,0,0,4-2-6
20250815,11,11R,0,0,0,0,1-2-3
20250815,11,12R,0,0,0,0,1-2-3
20250815,11,1R,0,0,0,0,3-1-5
20250815,11,2R,0,0,0,0,3-6-2
20250815,11,3R,0,0,0,0,1-2-5
20250815,11,4R,0,0,0,0,1-4-3
20250815,11,5R,0,0,0,0,1-2-3
20250815,11,6R,0,0,0,0,1-4-2
20250815,11,7R,0,0,0,0,1-3-4
20250815,11,8R,0,0,0,0,1-3-4
